# This dataset is synthetic and created for academic development/testing. It does NOT represent any real employee, organisation, HR record, or promotion decision.
experience_years,performance_rating,current_grade_encoded,target_grade_encoded,grade_gap,total_skills,average_skill_level,skill_coverage_percentage,mandatory_skill_gap_count,weighted_skill_gap,total_certifications,completed_certifications,certification_completion_rate,mandatory_certification_gap_count,total_projects,completed_projects,lead_projects,project_completion_rate,lead_project_completion_rate,average_project_rating,skill_score,certification_score,experience_score,project_score,performance_score,readiness_score,promotion_success
5.0,4.74,2,3,1,6,4.12,71.84,3,2.3443,0,0,0.431,2,2,2,0,0.667,0.0,3.35,28.74,6.46,12.5,9.34,9.48,66.52,0
8.0,3.15,3,4,1,2,2.66,69.03,1,0.7815,5,3,0.561,1,5,5,0,1.0,0.0,2.73,27.61,8.42,15.0,14.0,6.3,71.33,1
5.7,3.58,4,5,1,10,3.03,84.0,1,0.6066,1,1,0.753,2,1,1,0,0.2,0.0,2.81,33.6,11.3,8.55,2.8,7.16,63.41,1
5.3,4.41,2,3,1,7,3.3,81.64,2,1.5995,3,2,0.629,1,5,5,0,1.0,0.0,5.0,32.66,9.44,13.25,14.0,8.82,78.17,0
5.8,5.0,2,3,1,2,3.55,68.41,3,2.0019,3,2,0.584,2,0,0,0,0.0,0.0,3.67,27.36,8.76,14.5,0.0,10.0,60.62,0
4.6,3.04,3,4,1,10,2.87,88.77,0,0.0,1,1,0.987,0,8,8,3,1.0,1.0,4.36,35.51,14.8,8.62,20.0,6.08,85.01,0
9.4,3.49,4,5,1,10,2.88,93.43,0,0.0,2,1,0.609,0,0,0,0,0.0,0.0,4.1,37.37,9.14,14.1,0.0,6.98,67.59,0
5.4,4.96,2,3,1,2,4.38,83.14,2,1.9941,0,0,0.66,0,6,6,2,1.0,1.0,4.19,33.26,9.9,13.5,20.0,9.92,86.58,1
0.6,2.28,1,2,1,3,4.21,72.1,5,4.4301,2,1,0.562,1,4,4,0,1.0,0.0,3.36,28.84,8.43,2.25,14.0,4.56,58.08,1
5.2,4.32,4,5,1,5,3.48,76.73,2,1.4173,4,3,0.697,1,2,2,0,0.4,0.0,4.62,30.69,10.46,7.8,5.6,8.64,63.19,1
5.0,2.69,4,5,1,7,4.72,66.75,0,0.0,1,1,0.629,1,5,5,1,1.0,1.0,4.09,26.7,9.44,7.5,20.0,5.38,69.02,1
2.2,3.58,1,2,1,9,2.61,59.98,4,2.7756,3,2,0.575,1,1,1,0,0.333,0.0,3.53,23.99,8.62,8.25,4.66,7.16,52.68,1
8.8,3.31,4,5,1,6,4.62,50.74,3,2.5818,5,4,0.798,0,5,5,0,0.833,0.0,3.68,20.3,11.97,13.2,11.66,6.62,63.75,0
0.5,2.73,1,2,1,8,3.54,68.88,4,3.3108,1,1,0.832,1,6,6,0,1.0,0.0,3.4,27.55,12.48,1.88,14.0,5.46,61.37,1
4.1,2.71,2,3,1,2,5.0,63.78,2,1.7021,1,1,0.553,2,4,4,1,1.0,1.0,3.54,25.51,8.3,10.25,20.0,5.42,69.48,1
5.4,3.72,2,3,1,8,1.81,86.14,0,0.0,0,0,0.603,1,3,3,1,0.75,1.0,3.47,34.46,9.04,13.5,16.5,7.44,80.94,0
3.5,4.3,1,2,1,11,2.31,86.35,1,0.7281,3,2,0.531,3,4,4,0,1.0,0.0,3.77,34.54,7.97,13.12,14.0,8.6,78.23,1
5.9,3.4,1,2,1,7,3.42,69.18,2,1.6695,1,1,0.542,0,9,9,1,1.0,1.0,4.72,27.67,8.13,15.0,20.0,6.8,77.6,1
7.2,3.56,2,3,1,6,3.4,63.18,2,1.4415,5,4,0.862,0,7,7,2,1.0,1.0,2.66,25.27,12.93,15.0,20.0,7.12,80.32,0
5.5,3.96,4,5,1,4,4.95,64.14,3,2.4571,1,0,0.433,2,0,0,0,0.0,0.0,4.3,25.66,6.5,8.25,0.0,7.92,48.33,1
6.2,2.72,1,2,1,11,2.33,97.92,0,0.0,3,1,0.324,3,2,2,0,1.0,0.0,3.24,39.17,4.86,15.0,14.0,5.44,78.47,1
6.7,4.09,4,5,1,2,3.9,57.12,5,4.4417,1,1,0.843,1,0,0,0,0.0,0.0,4.39,22.85,12.64,10.05,0.0,8.18,53.72,1
6.6,4.16,2,3,1,4,4.16,86.34,1,0.5026,1,0,0.186,2,2,2,0,0.667,0.0,3.27,34.54,2.79,15.0,9.34,8.32,69.99,0
4.2,5.0,2,3,1,3,3.7,65.88,1,0.6079,1,1,0.637,0,7,7,3,1.0,1.0,3.79,26.35,9.56,10.5,20.0,10.0,76.41,0
1.0,3.2,1,2,1,10,2.04,88.51,1,0.6482,3,3,0.935,1,8,8,2,1.0,1.0,3.39,35.4,14.02,3.75,20.0,6.4,79.57,1
0.5,3.13,2,3,1,6,4.41,48.95,4,3.8908,0,0,0.651,0,4,4,0,1.0,0.0,2.29,19.58,9.76,1.25,14.0,6.26,50.85,0
7.6,4.12,4,5,1,11,4.23,68.82,1,0.7535,0,0,0.593,2,6,6,2,1.0,1.0,4.72,27.53,8.9,11.4,20.0,8.24,76.07,0
4.1,4.16,4,5,1,8,3.6,83.9,3,2.0465,3,3,0.862,0,3,3,0,0.5,0.0,2.84,33.56,12.93,6.15,7.0,8.32,67.96,1
4.4,3.07,1,2,1,7,3.2,62.48,6,4.2129,3,1,0.25,2,4,4,0,1.0,0.0,3.56,24.99,3.75,15.0,14.0,6.14,63.88,1
11.8,3.18,4,5,1,7,3.23,72.13,0,0.0,1,0,0.489,3,8,8,1,1.0,0.5,2.76,28.85,7.34,15.0,17.0,6.36,74.55,0
0.5,3.93,1,2,1,4,2.92,47.44,3,2.8017,2,1,0.717,2,2,2,0,1.0,0.0,2.56,18.98,10.76,1.88,14.0,7.86,53.48,0
8.8,2.84,4,5,1,7,3.64,46.24,4,3.9247,2,2,0.753,2,3,3,1,0.6,1.0,3.36,18.5,11.3,13.2,14.4,5.68,63.08,0
0.5,3.17,1,2,1,8,3.03,80.28,1,0.9221,4,2,0.493,1,1,1,0,0.5,0.0,3.08,32.11,7.4,1.88,7.0,6.34,54.73,0
6.4,3.57,4,5,1,11,2.15,80.3,2,1.8417,2,1,0.747,1,2,2,0,0.4,0.0,2.68,32.12,11.2,9.6,5.6,7.14,65.66,1
5.9,4.3,2,3,1,7,1.95,79.01,0,0.0,5,5,0.952,0,0,0,0,0.0,0.0,3.48,31.6,14.28,14.75,0.0,8.6,69.23,0
1.9,3.02,1,2,1,11,2.25,79.06,0,0.0,1,1,0.627,1,8,8,0,1.0,0.0,2.46,31.62,9.4,7.12,14.0,6.04,68.18,0
6.3,2.03,1,2,1,11,3.22,86.97,4,3.1921,1,1,0.933,0,8,8,0,1.0,0.0,3.59,34.79,14.0,15.0,14.0,4.06,81.85,1
2.8,1.97,2,3,1,7,2.97,79.52,2,1.6561,2,2,0.829,1,4,4,0,1.0,0.0,3.41,31.81,12.43,7.0,14.0,3.94,69.18,0
6.5,2.49,2,3,1,6,3.22,78.61,1,0.6014,0,0,0.567,2,5,5,0,1.0,0.0,1.76,31.44,8.5,15.0,14.0,4.98,73.92,0
4.2,2.45,2,3,1,3,3.5,57.14,3,2.6194,4,3,0.872,0,2,2,0,0.667,0.0,3.13,22.86,13.08,10.5,9.34,4.9,60.68,1
4.0,3.38,1,2,1,4,2.37,75.1,4,2.3999,2,1,0.698,0,0,0,0,0.0,0.0,3.83,30.04,10.47,15.0,0.0,6.76,62.27,1
4.9,2.55,3,4,1,10,4.47,48.98,4,2.526,2,1,0.57,2,5,5,1,1.0,1.0,2.76,19.59,8.55,9.19,20.0,5.1,62.43,0
7.9,2.94,4,5,1,3,2.73,56.6,5,3.267,3,2,0.671,0,1,1,0,0.167,0.0,3.86,22.64,10.07,11.85,2.34,5.88,52.78,1
5.7,2.88,3,4,1,5,2.57,52.91,5,4.615,0,0,0.365,3,8,8,3,1.0,1.0,3.8,21.16,5.48,10.69,20.0,5.76,63.09,1
0.5,3.15,1,2,1,8,3.48,42.55,5,4.3302,2,1,0.463,0,2,2,0,0.667,0.0,2.79,17.02,6.94,1.88,9.34,6.3,41.48,0
5.7,4.56,2,3,1,4,1.16,72.92,3,2.296,5,1,0.253,3,7,7,0,1.0,0.0,3.49,29.17,3.8,14.25,14.0,9.12,70.34,1
3.6,4.03,1,2,1,11,2.21,77.92,2,1.8197,3,2,0.663,0,2,2,0,0.667,0.0,4.08,31.17,9.94,13.5,9.34,8.06,72.01,0
5.5,3.51,2,3,1,8,3.98,42.84,4,3.6259,3,2,0.667,1,1,1,0,0.25,0.0,2.89,17.14,10.01,13.75,3.5,7.02,51.42,1
7.8,3.13,2,3,1,2,1.26,64.08,2,1.3898,3,1,0.43,1,5,5,1,1.0,1.0,3.36,25.63,6.45,15.0,20.0,6.26,73.34,1
5.6,3.15,1,2,1,4,4.12,70.1,0,0.0,2,1,0.463,3,1,1,0,0.333,0.0,4.31,28.04,6.94,15.0,4.66,6.3,60.94,0
3.1,3.76,2,3,1,9,4.51,52.62,2,1.2062,5,4,0.762,1,3,3,1,1.0,0.5,2.9,21.05,11.43,7.75,17.0,7.52,64.75,1
2.9,3.97,1,2,1,10,2.63,84.8,1,0.7516,5,5,0.942,0,2,2,0,0.667,0.0,3.82,33.92,14.13,10.88,9.34,7.94,76.21,1
6.4,2.77,4,5,1,11,3.29,90.71,1,0.5591,2,1,0.586,1,8,8,0,1.0,0.0,2.74,36.28,8.79,9.6,14.0,5.54,74.21,1
2.1,3.53,1,2,1,10,4.12,67.9,3,2.1402,5,4,0.838,0,5,5,0,1.0,0.0,3.39,27.16,12.57,7.88,14.0,7.06,68.67,1
0.5,1.87,1,2,1,2,2.53,72.73,2,1.5204,0,0,0.449,3,7,7,1,1.0,1.0,3.81,29.09,6.74,1.88,20.0,3.74,61.45,1
12.1,3.67,4,5,1,9,3.87,72.24,1,0.54,1,1,0.571,3,5,5,2,1.0,1.0,1.82,28.9,8.56,15.0,20.0,7.34,79.8,0
8.9,4.11,4,5,1,3,2.33,59.11,1,0.7313,1,1,0.906,0,9,9,3,1.0,1.0,3.13,23.64,13.59,13.35,20.0,8.22,78.8,1
3.5,3.28,2,3,1,2,2.52,60.81,4,3.3033,4,3,0.707,2,4,4,1,1.0,0.5,3.8,24.32,10.6,8.75,17.0,6.56,67.23,1
7.0,4.95,2,3,1,8,2.2,33.29,5,4.0352,3,1,0.496,0,8,8,2,1.0,1.0,3.66,13.32,7.44,15.0,20.0,9.9,65.66,1
0.5,2.8,1,2,1,6,3.34,86.56,2,1.0544,2,1,0.323,1,8,8,2,1.0,1.0,3.13,34.62,4.84,1.88,20.0,5.6,66.94,1
3.0,3.67,4,5,1,8,4.16,79.27,1,0.5477,1,0,0.464,1,9,9,0,1.0,0.0,2.73,31.71,6.96,4.5,14.0,7.34,64.51,1
4.0,3.47,1,2,1,10,2.82,94.67,0,0.0,3,0,0.118,3,6,6,0,1.0,0.0,3.94,37.87,1.77,15.0,14.0,6.94,75.58,0
8.2,3.42,4,5,1,2,1.73,62.19,5,4.6067,1,1,0.673,2,9,9,0,1.0,0.0,3.27,24.88,10.1,12.3,14.0,6.84,68.12,0
6.6,3.41,3,4,1,7,1.92,61.02,2,1.8698,2,1,0.479,2,7,7,0,1.0,0.0,3.88,24.41,7.18,12.38,14.0,6.82,64.79,0
2.7,3.59,3,4,1,10,3.39,78.12,0,0.0,2,2,0.784,0,3,3,0,0.6,0.0,3.77,31.25,11.76,5.06,8.4,7.18,63.65,1
1.9,4.18,1,2,1,6,4.84,52.84,4,3.4378,5,5,0.981,0,1,1,0,0.5,0.0,3.19,21.14,14.72,7.12,7.0,8.36,58.34,0
13.0,4.6,4,5,1,7,3.39,86.06,1,0.7887,4,3,0.793,0,2,2,0,0.333,0.0,4.25,34.42,11.9,15.0,4.66,9.2,75.18,1
4.1,3.5,1,2,1,6,2.61,76.4,4,3.9668,1,1,0.715,1,5,5,0,1.0,0.0,3.08,30.56,10.72,15.0,14.0,7.0,77.28,1
2.4,4.15,1,2,1,11,3.77,59.13,5,2.7366,5,4,0.794,1,1,1,0,0.5,0.0,4.33,23.65,11.91,9.0,7.0,8.3,59.86,0
2.9,2.94,2,3,1,2,2.76,60.43,4,3.0958,3,2,0.824,0,2,2,0,0.5,0.0,4.42,24.17,12.36,7.25,7.0,5.88,56.66,0
1.0,4.11,1,2,1,10,2.62,63.08,0,0.0,2,2,0.837,0,6,6,0,1.0,0.0,4.24,25.23,12.56,3.75,14.0,8.22,63.76,1
2.7,2.89,4,5,1,10,2.04,63.12,3,1.9615,3,2,0.681,0,3,3,0,0.6,0.0,3.37,25.25,10.22,4.05,8.4,5.78,53.7,0
6.6,4.37,3,4,1,10,4.41,44.94,3,1.5704,1,0,0.479,1,6,6,0,1.0,0.0,5.0,17.98,7.18,12.38,14.0,8.74,60.28,0
6.1,5.0,2,3,1,6,0.46,97.35,0,0.0,0,0,0.719,1,9,9,4,1.0,1.0,3.61,38.94,10.78,15.0,20.0,10.0,94.72,1
4.1,3.4,4,5,1,7,3.8,56.8,6,4.3609,2,1,0.695,1,0,0,0,0.0,0.0,3.67,22.72,10.42,6.15,0.0,6.8,46.09,1
0.5,1.75,1,2,1,5,2.54,75.07,2,1.6925,4,3,0.66,2,6,6,0,1.0,0.0,3.48,30.03,9.9,1.88,14.0,3.5,59.31,1
1.1,3.06,2,3,1,4,2.59,62.41,1,0.8501,2,1,0.608,2,8,8,1,1.0,0.5,2.71,24.96,9.12,2.75,17.0,6.12,59.95,1
1.6,4.49,2,3,1,10,4.69,46.57,4,2.3619,2,1,0.649,1,1,1,0,0.25,0.0,4.41,18.63,9.74,4.0,3.5,8.98,44.85,0
2.1,3.94,1,2,1,7,2.29,34.72,5,4.6449,5,4,0.797,1,7,7,1,1.0,0.5,3.1,13.89,11.96,7.88,17.0,7.88,58.61,0
0.5,3.7,1,2,1,9,2.32,88.72,0,0.0,5,4,0.888,0,5,5,1,1.0,0.5,4.14,35.49,13.32,1.88,17.0,7.4,75.09,0
3.5,4.31,1,2,1,3,2.87,71.04,2,1.9644,2,2,0.884,1,6,6,2,1.0,1.0,4.31,28.42,13.26,13.12,20.0,8.62,83.42,1
3.9,3.89,1,2,1,9,3.41,56.82,4,2.2363,0,0,0.903,0,0,0,0,0.0,0.0,3.92,22.73,13.54,14.62,0.0,7.78,58.67,0
1.4,4.47,1,2,1,8,2.56,81.85,0,0.0,4,3,0.837,1,4,4,1,1.0,0.5,3.02,32.74,12.56,5.25,17.0,8.94,76.49,1
0.5,4.24,3,4,1,11,1.43,87.39,1,0.9542,4,3,0.628,0,3,3,0,0.75,0.0,3.26,34.96,9.42,0.94,10.5,8.48,64.3,1
5.5,4.72,4,5,1,3,2.13,56.9,4,3.6454,5,3,0.673,1,1,1,0,0.167,0.0,1.63,22.76,10.1,8.25,2.34,9.44,52.89,0
5.1,3.79,1,2,1,7,4.28,65.52,4,3.6177,5,3,0.682,1,7,7,1,1.0,0.5,3.42,26.21,10.23,15.0,17.0,7.58,76.02,1
0.5,4.22,3,4,1,7,3.07,81.71,1,0.6807,3,3,0.893,0,5,5,1,1.0,1.0,4.06,32.68,13.4,0.94,20.0,8.44,75.46,1
3.1,3.25,2,3,1,7,3.45,77.25,4,3.4267,0,0,0.794,1,8,8,0,1.0,0.0,3.33,30.9,11.91,7.75,14.0,6.5,71.06,0
0.5,3.02,1,2,1,2,2.74,77.47,4,3.1587,1,1,0.936,0,1,1,0,0.333,0.0,3.09,30.99,14.04,1.88,4.66,6.04,57.61,0
6.0,4.87,2,3,1,6,2.34,88.81,1,0.7122,4,3,0.831,0,7,7,1,1.0,1.0,3.29,35.52,12.46,15.0,20.0,9.74,92.72,1
0.5,3.67,1,2,1,4,4.68,41.99,6,5.9793,3,3,0.846,1,6,6,1,1.0,1.0,4.35,16.8,12.69,1.88,20.0,7.34,58.71,1
3.0,4.14,1,2,1,8,2.81,54.3,5,3.2261,2,1,0.276,3,6,6,0,1.0,0.0,3.46,21.72,4.14,11.25,14.0,8.28,59.39,0
7.4,3.6,3,4,1,4,2.56,23.69,7,4.946,2,2,0.894,0,3,3,0,0.6,0.0,4.8,9.48,13.41,13.88,8.4,7.2,52.37,1
6.6,3.03,1,2,1,6,4.1,93.31,1,0.9514,4,3,0.71,0,6,6,2,1.0,1.0,3.1,37.32,10.65,15.0,20.0,6.06,89.03,1
3.5,3.51,2,3,1,8,2.28,86.23,1,0.6445,2,2,0.87,0,2,2,0,0.667,0.0,3.65,34.49,13.05,8.75,9.34,7.02,72.65,1
2.9,4.65,1,2,1,2,2.41,71.05,2,1.1527,0,0,0.502,3,7,7,0,1.0,0.0,3.2,28.42,7.53,10.88,14.0,9.3,70.13,1
0.5,3.94,1,2,1,9,3.01,70.44,2,1.31,5,2,0.326,3,4,4,0,1.0,0.0,4.95,28.18,4.89,1.88,14.0,7.88,56.83,0
11.0,2.13,4,5,1,9,3.0,80.34,2,1.7593,2,1,0.655,2,4,4,1,0.667,0.5,3.63,32.14,9.83,15.0,12.34,4.26,73.57,1
2.1,3.33,2,3,1,2,3.26,91.55,2,1.8599,1,0,0.488,2,5,5,1,1.0,1.0,4.99,36.62,7.32,5.25,20.0,6.66,75.85,0
0.6,4.93,1,2,1,2,5.0,75.49,1,0.5572,0,0,0.834,1,0,0,0,0.0,0.0,3.21,30.2,12.51,2.25,0.0,9.86,54.82,0
5.9,3.33,3,4,1,10,3.34,67.42,5,4.0543,2,1,0.683,0,3,3,0,0.6,0.0,4.57,26.97,10.24,11.06,8.4,6.66,63.33,0
4.1,2.06,4,5,1,4,0.62,69.26,0,0.0,5,3,0.609,1,2,2,0,0.4,0.0,3.58,27.7,9.14,6.15,5.6,4.12,52.71,0
4.6,5.0,2,3,1,10,3.33,78.13,3,2.5032,0,0,0.417,1,9,9,2,1.0,1.0,4.09,31.25,6.26,11.5,20.0,10.0,79.01,1
6.4,4.05,2,3,1,6,3.04,57.93,5,4.1776,1,1,0.721,1,4,4,0,1.0,0.0,2.65,23.17,10.82,15.0,14.0,8.1,71.09,1
2.7,3.44,1,2,1,5,3.04,51.08,4,3.9189,1,1,0.56,1,0,0,0,0.0,0.0,3.74,20.43,8.4,10.12,0.0,6.88,45.83,0
0.5,3.2,2,3,1,4,3.25,80.94,0,0.0,0,0,0.627,2,0,0,0,0.0,0.0,2.75,32.38,9.4,1.25,0.0,6.4,49.43,1
1.7,4.37,1,2,1,8,2.97,79.19,3,1.9497,3,2,0.605,2,9,9,0,1.0,0.0,3.68,31.68,9.07,6.38,14.0,8.74,69.87,1
3.9,3.07,1,2,1,3,2.95,39.99,3,2.3718,1,0,0.449,3,1,1,0,0.5,0.0,2.44,16.0,6.74,14.62,7.0,6.14,50.5,0
0.5,4.42,2,3,1,6,3.61,82.95,1,0.7147,4,3,0.733,1,0,0,0,0.0,0.0,3.43,33.18,11.0,1.25,0.0,8.84,54.27,1
5.3,3.93,4,5,1,5,2.46,63.25,3,2.2106,2,2,0.952,0,2,2,0,0.333,0.0,4.27,25.3,14.28,7.95,4.66,7.86,60.05,1
8.2,3.7,3,4,1,3,2.05,77.01,3,1.6039,3,3,0.857,1,2,2,0,0.4,0.0,3.88,30.8,12.86,15.0,5.6,7.4,71.66,1
2.7,3.62,1,2,1,5,5.0,48.17,5,2.8706,0,0,0.952,0,0,0,0,0.0,0.0,2.64,19.27,14.28,10.12,0.0,7.24,50.91,1
7.0,3.36,3,4,1,7,2.28,42.84,4,3.8707,1,1,0.861,0,9,9,1,1.0,1.0,2.17,17.14,12.92,13.12,20.0,6.72,69.9,1
6.6,4.34,1,2,1,8,3.1,71.65,2,1.0683,2,2,0.949,1,0,0,0,0.0,0.0,3.85,28.66,14.24,15.0,0.0,8.68,66.58,0
3.2,2.81,1,2,1,2,1.5,51.37,3,2.3852,0,0,0.578,1,7,7,0,1.0,0.0,4.61,20.55,8.67,12.0,14.0,5.62,60.84,1
5.6,2.2,2,3,1,10,3.12,39.78,3,2.6319,2,1,0.674,1,8,8,2,1.0,1.0,2.83,15.91,10.11,14.0,20.0,4.4,64.42,1
14.8,3.99,4,5,1,10,2.07,60.54,2,1.0119,2,2,0.788,2,6,6,1,1.0,0.5,4.97,24.22,11.82,15.0,17.0,7.98,76.02,1
3.5,4.0,2,3,1,8,2.56,76.44,4,2.4455,2,1,0.701,0,1,1,0,0.333,0.0,3.5,30.58,10.51,8.75,4.66,8.0,62.5,1
2.0,3.88,2,3,1,11,4.05,38.03,5,3.4427,3,2,0.768,0,7,7,1,1.0,0.5,2.13,15.21,11.52,5.0,17.0,7.76,56.49,0
7.1,3.83,3,4,1,6,3.47,91.48,1,0.7534,4,3,0.744,1,3,3,0,0.75,0.0,2.41,36.59,11.16,13.31,10.5,7.66,79.22,0
3.1,3.24,1,2,1,10,3.57,85.09,1,0.6708,4,3,0.685,1,4,4,1,1.0,1.0,4.04,34.04,10.28,11.62,20.0,6.48,82.42,0
6.7,4.13,4,5,1,9,1.23,57.46,3,2.4735,0,0,0.555,3,2,2,0,0.4,0.0,3.59,22.98,8.33,10.05,5.6,8.26,55.22,0
3.4,3.46,3,4,1,7,4.84,76.25,3,1.8396,3,2,0.705,1,7,7,0,1.0,0.0,4.54,30.5,10.58,6.38,14.0,6.92,68.38,0
7.8,3.11,1,2,1,3,1.81,61.18,4,2.051,5,4,0.793,0,5,5,1,1.0,0.5,2.66,24.47,11.9,15.0,17.0,6.22,74.59,1
6.8,3.25,3,4,1,7,4.53,68.13,4,2.0031,5,4,0.869,0,1,1,0,0.2,0.0,3.58,27.25,13.04,12.75,2.8,6.5,62.34,0
6.2,5.0,4,5,1,11,4.02,58.17,3,2.0183,1,1,0.716,0,4,4,0,0.8,0.0,3.5,23.27,10.74,9.3,11.2,10.0,64.51,0
6.3,2.11,2,3,1,11,3.58,68.94,2,1.3617,4,3,0.746,2,7,7,2,1.0,1.0,3.4,27.58,11.19,15.0,20.0,4.22,77.99,1
1.7,3.9,1,2,1,6,2.15,84.4,0,0.0,4,4,0.877,0,9,9,1,1.0,0.5,3.23,33.76,13.16,6.38,17.0,7.8,78.1,0
1.4,2.16,1,2,1,4,3.15,76.08,3,1.5672,2,1,0.276,2,9,9,2,1.0,1.0,3.25,30.43,4.14,5.25,20.0,4.32,64.14,1
5.4,3.41,2,3,1,9,2.53,56.23,3,2.2951,5,4,0.882,0,1,1,0,0.333,0.0,3.62,22.49,13.23,13.5,4.66,6.82,60.7,0
0.8,3.15,2,3,1,2,3.03,67.34,3,2.3667,3,3,0.863,0,8,8,1,1.0,1.0,3.71,26.94,12.94,2.0,20.0,6.3,68.18,1
6.9,1.83,3,4,1,3,2.75,94.48,0,0.0,4,2,0.515,1,5,5,1,1.0,0.5,3.68,37.79,7.72,12.94,17.0,3.66,79.11,1
6.8,3.81,1,2,1,7,0.96,46.56,5,4.0968,4,3,0.706,1,7,7,1,1.0,0.5,4.34,18.62,10.59,15.0,17.0,7.62,68.83,1
5.2,3.2,2,3,1,11,4.12,78.61,2,1.0081,4,3,0.705,0,3,3,0,1.0,0.0,2.66,31.44,10.58,13.0,14.0,6.4,75.42,0
3.1,1.82,2,3,1,5,2.92,52.68,4,3.2637,5,5,0.91,1,6,6,2,1.0,1.0,2.23,21.07,13.65,7.75,20.0,3.64,66.11,0
2.7,4.17,2,3,1,6,2.52,77.86,4,2.6448,5,4,0.883,1,2,2,0,0.667,0.0,4.21,31.14,13.24,6.75,9.34,8.34,68.81,0
7.0,4.65,4,5,1,5,2.44,56.28,2,1.7729,2,2,0.771,0,5,5,2,0.833,1.0,2.84,22.51,11.56,10.5,17.66,9.3,71.53,1
1.4,4.69,1,2,1,6,3.36,62.32,3,1.7825,3,2,0.519,2,2,2,0,0.667,0.0,3.23,24.93,7.78,5.25,9.34,9.38,56.68,0
1.1,3.79,1,2,1,2,2.11,62.65,1,0.8581,3,2,0.785,0,3,3,0,1.0,0.0,3.07,25.06,11.78,4.12,14.0,7.58,62.54,1
8.3,3.54,3,4,1,7,0.74,42.56,3,2.4382,5,2,0.416,3,4,4,1,0.8,0.5,3.06,17.02,6.24,15.0,14.2,7.08,59.54,0
3.7,4.56,4,5,1,7,3.41,96.1,0,0.0,2,2,0.815,0,8,8,0,1.0,0.0,2.48,38.44,12.22,5.55,14.0,9.12,79.33,1
4.2,4.85,1,2,1,5,3.52,70.17,2,1.1759,1,1,0.578,2,6,6,2,1.0,1.0,3.1,28.07,8.67,15.0,20.0,9.7,81.44,0
1.1,4.41,1,2,1,4,2.8,96.74,1,0.8346,4,3,0.709,1,6,6,1,1.0,1.0,3.95,38.7,10.64,4.12,20.0,8.82,82.28,1
8.9,2.75,4,5,1,9,1.85,78.61,1,0.8685,5,3,0.69,0,2,2,0,0.333,0.0,3.5,31.44,10.35,13.35,4.66,5.5,65.3,1
0.5,3.66,1,2,1,3,3.09,65.52,2,1.4894,5,4,0.869,1,4,4,1,1.0,0.5,3.85,26.21,13.04,1.88,17.0,7.32,65.45,0
5.3,3.85,1,2,1,2,1.54,75.28,2,1.3404,0,0,0.476,1,4,4,1,1.0,0.5,3.15,30.11,7.14,15.0,17.0,7.7,76.95,1
9.1,2.05,3,4,1,2,1.97,55.97,2,1.1666,5,3,0.557,2,7,7,3,1.0,1.0,4.13,22.39,8.36,15.0,20.0,4.1,69.85,0
4.4,3.88,1,2,1,10,2.25,62.43,5,3.2249,4,3,0.679,1,1,1,0,0.333,0.0,3.14,24.97,10.18,15.0,4.66,7.76,62.57,1
0.5,5.0,1,2,1,5,3.84,94.59,1,0.8819,0,0,0.958,0,0,0,0,0.0,0.0,2.02,37.84,14.37,1.88,0.0,10.0,64.09,0
8.1,4.01,3,4,1,3,2.64,79.22,2,1.4094,0,0,0.7,1,5,5,1,1.0,1.0,3.72,31.69,10.5,15.0,20.0,8.02,85.21,0
5.0,4.68,2,3,1,10,2.55,77.01,3,2.5541,1,1,0.749,0,8,8,2,1.0,1.0,4.04,30.8,11.24,12.5,20.0,9.36,83.9,0
0.5,3.65,2,3,1,3,4.95,52.84,5,4.3502,5,4,0.707,2,7,7,2,1.0,1.0,3.11,21.14,10.6,1.25,20.0,7.3,60.29,1
5.9,3.44,3,4,1,5,3.35,79.44,1,0.8371,4,3,0.764,0,8,8,0,1.0,0.0,4.34,31.78,11.46,11.06,14.0,6.88,75.18,1
4.9,3.81,2,3,1,2,3.34,80.59,0,0.0,3,2,0.5,2,3,3,0,0.75,0.0,2.9,32.24,7.5,12.25,10.5,7.62,70.11,0
7.4,2.85,3,4,1,8,2.63,59.28,3,2.4162,3,1,0.321,2,2,2,0,0.4,0.0,3.97,23.71,4.82,13.88,5.6,5.7,53.71,1
2.4,2.73,1,2,1,8,2.4,86.69,3,2.2776,2,1,0.56,1,6,6,2,1.0,1.0,4.72,34.68,8.4,9.0,20.0,5.46,77.54,0
4.7,4.51,2,3,1,9,0.81,75.95,4,2.3956,5,3,0.648,0,0,0,0,0.0,0.0,3.53,30.38,9.72,11.75,0.0,9.02,60.87,0
11.7,4.6,4,5,1,4,3.97,80.22,2,1.8428,0,0,0.668,1,8,8,0,1.0,0.0,3.34,32.09,10.02,15.0,14.0,9.2,80.31,1
7.1,2.71,2,3,1,5,3.45,84.07,0,0.0,1,0,0.496,1,7,7,0,1.0,0.0,3.43,33.63,7.44,15.0,14.0,5.42,75.49,0
0.5,4.27,1,2,1,11,2.82,82.31,0,0.0,1,1,0.781,1,5,5,2,1.0,1.0,4.64,32.92,11.72,1.88,20.0,8.54,75.06,1
1.2,3.43,1,2,1,10,2.86,79.72,3,2.8999,5,4,0.828,1,1,1,0,0.333,0.0,3.78,31.89,12.42,4.5,4.66,6.86,60.33,0
7.6,3.77,4,5,1,2,3.74,94.17,0,0.0,3,2,0.701,0,2,2,0,0.4,0.0,5.0,37.67,10.51,11.4,5.6,7.54,72.72,0
