# SYNTHETIC ACADEMIC DATA — Not real HR data. Generated for IRS demonstration and ML training purposes only.
experience_years,performance_rating,skill_coverage_pct,avg_skill_level,mandatory_skill_gap_count,cert_completion_rate,project_completion_rate,lead_project_completion_rate,avg_project_rating,current_grade_encoded,target_grade_encoded,grade_gap,skill_score,cert_score,experience_score,project_score,performance_score,readiness_score,promotion_success
3.4,3.9,57.56,1.19,5,0.659,0.916,0.278,4.38,1,2,1,23.02,9.88,12.75,14.49,7.8,67.94,1
8.6,3.79,85.05,2.27,1,0.903,0.895,0.281,3.1,2,3,1,34.02,13.54,15.0,14.22,7.58,84.36,1
1.5,3.27,39.27,2.72,8,0.533,0.694,0.684,3.07,1,2,1,15.71,8.0,5.62,13.82,6.54,49.69,1
2.9,3.82,67.67,2.14,5,0.767,0.875,0.605,4.23,1,2,1,27.07,11.5,10.88,15.88,7.64,72.97,1
0.5,5.0,69.67,4.63,3,0.88,0.855,0.549,3.62,2,3,1,27.87,13.2,1.25,15.26,10.0,67.58,1
5.0,3.28,67.61,3.02,0,0.651,0.89,0.839,3.33,1,2,1,27.04,9.76,15.0,17.49,6.56,75.85,1
2.1,3.84,33.79,3.18,9,0.465,0.857,0.468,4.79,2,3,1,13.52,6.98,5.25,14.81,7.68,48.24,0
2.6,4.51,86.48,2.52,2,0.256,0.428,0.367,3.9,2,3,1,34.59,3.84,6.5,8.19,9.02,62.14,1
7.9,4.41,77.91,2.98,1,0.439,0.879,0.708,3.37,4,5,1,31.16,6.58,11.85,16.55,8.82,74.96,1
0.5,3.51,81.11,1.78,2,0.76,0.734,0.465,3.02,2,3,1,32.44,11.4,1.25,13.07,7.02,65.18,1
2.6,1.59,68.05,2.83,4,0.927,0.667,0.562,4.43,1,2,1,27.22,13.9,9.75,12.71,3.18,66.76,1
4.4,3.91,72.42,2.06,2,0.481,0.591,0.577,3.64,1,2,1,28.97,7.22,15.0,11.74,7.82,70.75,1
2.7,1.72,64.28,2.72,4,0.359,0.903,0.398,3.52,1,2,1,25.71,5.38,10.12,15.03,3.44,59.68,0
0.5,4.68,88.6,0.44,0,0.642,0.781,0.244,3.97,1,2,1,35.44,9.63,1.88,12.4,9.36,68.71,1
1.7,3.64,64.53,1.87,6,0.519,0.916,0.802,4.12,1,2,1,25.81,7.78,6.38,17.64,7.28,64.89,0
3.9,4.3,92.23,4.46,2,0.418,0.508,0.296,3.88,1,2,1,36.89,6.27,14.62,8.89,8.6,75.27,1
3.3,2.78,78.87,3.83,1,0.485,0.433,0.295,4.12,4,5,1,31.55,7.28,4.95,7.83,5.56,57.17,0
1.3,2.26,63.56,4.32,4,0.896,0.758,0.345,3.82,2,3,1,25.42,13.44,3.25,12.68,4.52,59.31,0
4.2,3.71,72.63,4.39,3,0.432,0.71,0.631,3.89,1,2,1,29.05,6.48,15.0,13.73,7.42,71.68,1
4.7,3.47,68.71,3.67,6,0.929,0.933,0.751,2.99,2,3,1,27.48,13.94,11.75,17.57,6.94,77.68,1
5.0,3.11,69.03,2.55,3,0.607,0.792,0.766,4.77,2,3,1,27.61,9.1,12.5,15.68,6.22,71.11,0
8.6,3.57,61.16,1.96,4,0.75,0.635,0.402,2.64,2,3,1,24.46,11.25,15.0,11.3,7.14,69.15,0
5.2,5.0,63.88,4.15,6,0.489,0.817,0.804,3.72,2,3,1,25.55,7.34,13.0,16.26,10.0,72.15,1
5.6,4.17,79.75,3.06,1,0.814,0.812,0.534,2.56,2,3,1,31.9,12.21,14.0,14.57,8.34,81.02,1
8.8,4.34,72.44,5.0,3,0.476,0.529,0.389,3.43,1,2,1,28.98,7.14,15.0,9.74,8.68,69.54,1
1.5,4.18,76.52,2.63,1,0.772,0.784,0.605,3.1,1,2,1,30.61,11.58,5.62,14.61,8.36,70.78,1
0.5,4.68,84.48,4.97,2,0.752,0.425,0.273,3.6,1,2,1,33.79,11.28,1.88,7.59,9.36,63.9,0
5.1,3.35,57.28,2.84,4,0.887,0.889,0.617,3.74,2,3,1,22.91,13.3,12.75,16.15,6.7,71.81,1
5.1,1.86,71.11,4.34,6,0.441,0.668,0.305,2.83,2,3,1,28.44,6.62,12.75,11.18,3.72,62.71,1
0.7,3.35,67.38,4.7,3,0.475,0.653,0.362,3.48,1,2,1,26.95,7.12,2.62,11.31,6.7,54.7,1
0.5,4.15,33.71,1.98,8,0.733,0.625,0.495,4.48,1,2,1,13.48,11.0,1.88,11.72,8.3,46.38,0
9.8,2.72,61.36,2.52,5,0.905,0.708,0.232,2.58,2,3,1,24.54,13.58,15.0,11.3,5.44,69.86,0
2.8,3.36,71.25,1.97,4,0.325,0.742,0.586,2.9,1,2,1,28.5,4.88,10.5,13.9,6.72,64.5,1
0.5,2.95,92.36,1.77,1,0.776,0.693,0.355,4.1,1,2,1,36.94,11.64,1.88,11.83,5.9,68.19,0
6.3,4.7,56.84,3.67,5,0.65,0.908,0.445,3.55,2,3,1,22.74,9.75,15.0,15.38,9.4,72.27,1
5.7,4.1,39.03,2.8,7,0.692,0.19,0.149,3.61,3,4,1,15.61,10.38,10.69,3.55,8.2,48.43,0
1.4,4.02,72.27,3.05,3,0.518,0.717,0.323,4.22,1,2,1,28.91,7.77,5.25,11.98,8.04,61.95,1
7.4,4.0,96.66,3.56,0,0.795,0.953,0.927,2.94,3,4,1,38.66,11.92,13.88,18.9,8.0,91.36,1
0.8,3.47,85.04,1.14,0,0.596,0.52,0.517,3.14,2,3,1,34.02,8.94,2.0,10.38,6.94,62.28,1
2.9,3.66,64.7,4.29,6,0.492,0.813,0.505,3.05,1,2,1,25.88,7.38,10.88,14.41,7.32,65.87,1
6.8,2.55,61.97,2.65,5,0.454,0.853,0.496,3.26,1,2,1,24.79,6.81,15.0,14.92,5.1,66.62,1
3.2,1.75,63.25,3.53,3,0.758,0.238,0.085,4.44,1,2,1,25.3,11.37,12.0,3.84,3.5,56.01,0
7.1,3.62,79.97,3.62,1,0.643,0.786,0.664,2.31,4,5,1,31.99,9.64,10.65,14.99,7.24,74.51,1
6.7,3.76,87.02,4.37,3,0.313,0.588,0.243,2.66,4,5,1,34.81,4.7,10.05,9.69,7.52,66.77,0
1.0,4.47,80.34,2.9,1,0.398,0.793,0.756,2.54,1,2,1,32.14,5.97,3.75,15.64,8.94,66.44,1
7.4,4.76,98.2,0.88,0,0.47,0.9,0.894,4.48,4,5,1,39.28,7.05,11.1,17.96,9.52,84.91,1
7.1,4.76,69.36,3.06,2,0.651,0.866,0.334,3.07,4,5,1,27.74,9.76,10.65,14.13,9.52,71.8,1
4.3,2.7,88.09,3.2,0,0.723,0.567,0.441,3.27,1,2,1,35.24,10.84,15.0,10.58,5.4,77.06,1
0.5,3.22,72.67,1.97,2,0.929,0.808,0.506,2.37,2,3,1,29.07,13.94,1.25,14.35,6.44,65.05,1
8.2,3.88,62.9,3.15,7,0.918,0.65,0.441,3.32,3,4,1,25.16,13.77,15.0,11.75,7.76,73.44,1
1.1,5.0,66.25,2.64,3,0.585,0.725,0.309,4.11,1,2,1,26.5,8.77,4.12,12.0,10.0,61.39,0
2.9,4.68,40.47,1.66,6,0.565,0.936,0.755,3.68,1,2,1,16.19,8.48,10.88,17.63,9.36,62.54,0
0.5,4.4,47.34,3.67,4,0.821,0.959,0.4,3.42,1,2,1,18.94,12.32,1.88,15.83,8.8,57.77,0
5.3,3.19,82.65,2.44,2,0.825,0.871,0.801,2.4,1,2,1,33.06,12.38,15.0,17.0,6.38,83.82,1
7.1,2.79,90.3,2.59,1,0.856,0.652,0.403,3.27,2,3,1,36.12,12.84,15.0,11.55,5.58,81.09,1
4.4,4.13,61.59,2.54,4,0.908,0.776,0.578,3.6,1,2,1,24.64,13.62,15.0,14.33,8.26,75.85,1
0.5,2.62,55.91,4.24,5,0.603,0.788,0.745,2.81,2,3,1,22.36,9.04,1.25,15.5,5.24,53.39,0
4.1,3.31,75.6,2.96,3,0.601,0.63,0.514,3.96,1,2,1,30.24,9.02,15.0,11.9,6.62,72.78,1
3.0,3.41,33.5,3.08,5,0.93,0.798,0.542,4.12,1,2,1,13.4,13.95,11.25,14.42,6.82,59.84,0
4.0,4.77,44.62,2.56,5,0.538,0.871,0.507,3.13,4,5,1,17.85,8.07,6.0,15.24,9.54,56.7,0
3.9,3.22,69.58,3.46,4,0.668,0.809,0.504,4.01,2,3,1,27.83,10.02,9.75,14.35,6.44,68.39,1
2.9,1.55,67.82,4.35,2,0.919,0.862,0.465,3.42,1,2,1,27.13,13.78,10.88,14.86,3.1,69.75,0
9.4,3.9,85.22,3.65,2,0.663,0.446,0.429,4.3,4,5,1,34.09,9.94,14.1,8.82,7.8,74.75,1
8.4,2.94,79.45,3.69,3,0.665,0.603,0.288,4.92,4,5,1,31.78,9.98,12.6,10.17,5.88,70.41,1
2.7,3.53,73.73,3.61,2,0.624,0.745,0.437,2.73,1,2,1,29.49,9.36,10.12,13.05,7.06,69.08,1
5.7,3.43,77.66,1.62,4,0.735,0.858,0.725,4.04,1,2,1,31.06,11.02,15.0,16.36,6.86,80.3,1
11.1,3.28,80.64,2.12,1,0.715,0.826,0.458,4.41,4,5,1,32.26,10.72,15.0,14.31,6.56,78.85,1
0.5,4.13,78.85,2.8,1,0.446,0.767,0.706,2.82,1,2,1,31.54,6.69,1.88,14.97,8.26,63.34,0
1.2,2.27,64.12,2.27,5,0.707,0.906,0.426,3.1,1,2,1,25.65,10.6,4.5,15.24,4.54,60.53,1
3.6,3.09,58.9,1.94,3,0.712,0.52,0.167,3.09,2,3,1,23.56,10.68,9.0,8.28,6.18,57.7,0
0.5,4.05,48.45,1.13,6,0.541,0.737,0.545,3.41,2,3,1,19.38,8.12,1.25,13.59,8.1,50.44,0
6.2,3.01,83.26,1.65,1,0.857,0.831,0.545,3.25,3,4,1,33.3,12.86,11.62,14.9,6.02,78.7,1
5.1,2.21,62.96,2.74,6,0.985,0.653,0.622,3.36,1,2,1,25.18,14.78,15.0,12.87,4.42,72.25,1
3.3,4.03,68.32,2.93,3,0.706,0.764,0.455,4.09,3,4,1,27.33,10.59,6.19,13.43,8.06,65.6,1
4.8,4.4,79.31,2.21,3,0.89,0.901,0.356,2.17,2,3,1,31.72,13.35,12.0,14.75,8.8,80.62,1
3.7,3.46,79.88,3.08,3,0.559,0.558,0.296,2.82,3,4,1,31.95,8.39,6.94,9.59,6.92,63.79,0
0.5,1.93,85.81,2.57,2,0.899,0.693,0.399,3.97,1,2,1,34.32,13.48,1.88,12.1,3.86,65.64,1
5.7,4.06,68.45,4.09,6,0.771,0.268,0.19,3.89,1,2,1,27.38,11.56,15.0,4.89,8.12,66.95,0
2.6,2.17,67.91,2.84,4,0.797,0.649,0.319,2.76,2,3,1,27.16,11.96,6.5,11.0,4.34,60.96,0
7.2,3.75,76.52,3.7,2,0.594,0.384,0.263,3.89,3,4,1,30.61,8.91,13.5,6.95,7.5,67.47,1
0.5,2.79,58.48,3.2,7,0.616,0.547,0.512,4.43,2,3,1,23.39,9.24,1.25,10.73,5.58,50.19,0
12.7,2.57,84.35,1.6,2,0.379,0.653,0.39,3.47,4,5,1,33.74,5.68,15.0,11.48,5.14,71.04,1
7.5,3.15,70.98,2.91,0,0.623,0.835,0.631,2.79,3,4,1,28.39,9.35,14.06,15.48,6.3,73.58,1
7.5,3.35,64.62,1.76,3,0.654,0.347,0.16,4.11,4,5,1,25.85,9.81,11.25,5.82,6.7,59.43,0
3.4,2.98,62.0,2.89,4,0.684,0.272,0.234,4.71,1,2,1,24.8,10.26,12.75,5.21,5.96,58.98,0
0.5,3.97,86.63,2.25,0,0.729,0.945,0.462,2.88,2,3,1,34.65,10.94,1.25,16.0,7.94,70.78,1
11.0,3.14,60.47,3.38,4,0.686,0.903,0.637,3.53,4,5,1,24.19,10.29,15.0,16.46,6.28,72.22,1
3.2,4.28,33.2,1.66,7,0.725,0.5,0.255,4.26,2,3,1,13.28,10.88,8.0,8.53,8.56,49.25,0
7.5,3.72,74.53,3.01,3,0.481,0.716,0.249,3.58,4,5,1,29.81,7.22,11.25,11.52,7.44,67.24,1
4.8,2.94,75.1,3.57,0,0.356,0.973,0.51,2.28,3,4,1,30.04,5.34,9.0,16.68,5.88,66.94,1
0.5,2.81,77.18,3.91,4,0.611,0.647,0.29,3.81,1,2,1,30.87,9.16,1.88,10.8,5.62,58.33,0
5.7,2.18,52.88,2.24,4,0.405,0.469,0.434,2.81,2,3,1,21.15,6.08,14.25,9.17,4.36,55.01,0
4.6,3.73,44.6,3.02,7,0.685,0.814,0.396,2.61,2,3,1,17.84,10.28,11.5,13.77,7.46,60.85,0
9.6,3.22,65.1,3.18,3,0.883,0.367,0.36,2.29,4,5,1,26.04,13.24,14.4,7.3,6.44,67.42,1
4.0,1.6,32.44,4.55,7,0.743,0.752,0.485,4.33,2,3,1,12.98,11.14,10.0,13.44,3.2,50.76,0
7.3,3.07,50.86,1.52,5,0.736,0.915,0.416,2.92,3,4,1,20.34,11.04,13.69,15.31,6.14,66.52,1
7.0,2.78,90.09,2.09,1,0.727,0.716,0.411,3.73,4,5,1,36.04,10.9,10.5,12.49,5.56,75.49,0
13.6,4.76,83.78,5.0,0,0.648,0.709,0.304,3.91,4,5,1,33.51,9.72,15.0,11.75,9.52,79.5,1
0.5,2.14,88.53,2.73,2,0.886,0.855,0.755,3.61,1,2,1,35.41,13.29,1.88,16.5,4.28,71.36,0
7.2,2.35,82.35,1.11,2,0.935,0.58,0.223,3.71,2,3,1,32.94,14.02,15.0,9.46,4.7,76.12,1
11.4,4.39,51.71,2.42,3,0.548,0.941,0.858,3.77,4,5,1,20.68,8.22,15.0,18.32,8.78,71.0,1
3.9,4.59,88.07,0.23,2,0.802,0.647,0.215,3.6,3,4,1,35.23,12.03,7.31,10.35,9.18,74.1,1
9.6,2.9,71.49,3.24,3,0.607,0.67,0.342,2.97,2,3,1,28.6,9.1,15.0,11.43,5.8,69.93,0
4.5,2.99,59.78,3.81,5,0.736,0.582,0.232,2.91,1,2,1,23.91,11.04,15.0,9.54,5.98,65.47,1
4.4,3.99,83.66,2.09,1,0.461,0.639,0.498,3.43,1,2,1,33.46,6.92,15.0,11.93,7.98,75.29,1
6.1,1.64,74.35,2.53,2,0.232,0.607,0.4,3.41,3,4,1,29.74,3.48,11.44,10.9,3.28,58.84,0
7.5,2.01,66.77,3.92,3,0.821,0.45,0.431,3.8,4,5,1,26.71,12.32,11.25,8.89,4.02,63.19,1
1.5,3.28,75.15,1.25,0,0.587,0.924,0.514,4.27,1,2,1,30.06,8.8,5.62,16.02,6.56,67.06,1
7.0,4.74,86.81,1.68,1,0.637,0.9,0.296,3.74,3,4,1,34.72,9.56,13.12,14.38,9.48,81.26,1
7.5,3.15,87.16,2.77,4,0.365,0.842,0.702,2.93,2,3,1,34.86,5.48,15.0,16.0,6.3,77.64,1
6.5,3.58,91.83,2.25,1,0.938,0.786,0.555,1.97,3,4,1,36.73,14.07,12.19,14.33,7.16,84.48,1
0.5,4.41,87.92,2.71,1,0.772,0.904,0.795,2.96,1,2,1,35.17,11.58,1.88,17.43,8.82,74.88,1
4.1,5.0,78.54,1.74,1,0.89,0.564,0.337,2.56,1,2,1,31.42,13.35,15.0,9.92,10.0,79.69,1
6.3,3.04,81.09,3.21,3,0.601,0.791,0.646,2.99,2,3,1,32.44,9.02,15.0,14.95,6.08,77.49,1
3.6,3.49,73.45,2.85,2,0.538,0.503,0.211,3.67,1,2,1,29.38,8.07,13.5,8.31,6.98,66.24,1
5.9,4.96,67.66,3.55,2,0.372,0.876,0.876,3.56,2,3,1,27.06,5.58,14.75,17.52,9.92,74.83,1
3.3,2.28,67.19,3.2,2,0.871,0.622,0.262,4.8,2,3,1,26.88,13.06,8.25,10.28,4.56,63.03,0
0.5,4.32,79.66,3.21,3,0.508,0.782,0.689,3.84,1,2,1,31.86,7.62,1.88,15.08,8.64,65.08,0
1.8,2.69,66.42,1.55,4,0.621,0.847,0.38,4.84,2,3,1,26.57,9.32,4.5,14.14,5.38,59.91,0
3.9,3.58,69.69,3.49,1,0.639,0.796,0.675,4.0,4,5,1,27.88,9.59,5.85,15.19,7.16,65.67,0
6.6,3.31,58.13,2.67,2,0.611,0.242,0.218,4.26,3,4,1,23.25,9.16,12.38,4.7,6.62,56.11,1
1.8,2.73,82.05,2.83,2,0.549,0.439,0.401,3.25,1,2,1,32.82,8.24,6.75,8.55,5.46,61.82,1
6.9,2.71,89.37,4.05,1,0.638,0.941,0.596,2.75,4,5,1,35.75,9.57,10.35,16.75,5.42,77.84,1
0.5,3.72,42.78,2.28,5,0.847,0.777,0.466,3.19,3,4,1,17.11,12.7,0.94,13.67,7.44,51.86,1
4.9,4.3,86.66,4.35,0,0.799,0.488,0.431,3.49,4,5,1,34.66,11.99,7.35,9.42,8.6,72.02,0
6.8,3.4,96.36,4.44,1,0.786,0.811,0.572,3.06,2,3,1,38.54,11.79,15.0,14.79,6.8,86.92,1
4.3,3.56,76.04,3.75,5,0.123,0.619,0.455,2.8,3,4,1,30.42,1.84,8.06,11.4,7.12,58.84,1
2.9,3.96,48.53,2.02,5,0.766,0.47,0.219,3.79,1,2,1,19.41,11.49,10.88,7.89,7.92,57.59,0
2.5,2.72,85.99,0.81,0,0.288,0.703,0.43,2.8,3,4,1,34.4,4.32,4.69,12.42,5.44,61.27,1
7.6,4.09,55.91,4.08,5,0.408,0.91,0.508,2.43,2,3,1,22.36,6.12,15.0,15.79,8.18,67.45,1
3.6,4.16,77.77,3.11,2,0.608,0.55,0.421,2.71,2,3,1,31.11,9.12,9.0,10.23,8.32,67.78,1
4.7,5.0,62.67,2.25,1,0.685,0.855,0.374,3.34,2,3,1,25.07,10.28,11.75,14.21,10.0,71.31,1
13.8,3.2,92.67,4.17,0,0.825,0.888,0.519,2.81,4,5,1,37.07,12.38,15.0,15.55,6.4,86.4,1
11.8,3.13,58.85,2.14,6,0.72,0.546,0.488,3.34,4,5,1,23.54,10.8,15.0,10.57,6.26,66.17,0
3.2,4.12,61.48,2.58,3,0.603,0.673,0.459,3.92,2,3,1,24.59,9.04,8.0,12.18,8.24,62.05,0
2.5,4.16,56.76,3.52,6,0.861,0.644,0.597,3.9,2,3,1,22.7,12.92,6.25,12.6,8.32,62.79,0
1.2,3.07,73.69,1.89,3,0.737,0.809,0.374,3.04,1,2,1,29.48,11.06,4.5,13.57,6.14,64.75,0
5.3,3.18,70.02,2.89,3,0.634,0.794,0.483,2.59,2,3,1,28.01,9.51,13.25,14.01,6.36,71.14,1
5.7,3.93,64.65,4.09,0,0.532,0.403,0.262,3.1,3,4,1,25.86,7.98,10.69,7.21,7.86,59.6,1
5.0,2.84,76.13,3.21,3,0.939,0.831,0.482,3.96,3,4,1,30.45,14.08,9.38,14.53,5.68,74.12,1
9.7,3.17,85.39,4.25,0,0.333,0.528,0.411,4.12,3,4,1,34.16,5.0,15.0,9.86,6.34,70.36,1
1.7,3.57,59.53,4.13,4,0.913,0.42,0.17,3.75,1,2,1,23.81,13.7,6.38,6.9,7.14,57.93,0
9.7,4.3,72.68,3.01,2,0.602,0.662,0.439,4.34,2,3,1,29.07,9.03,15.0,11.9,8.6,73.6,0
2.2,3.02,79.83,0.66,2,0.645,0.735,0.292,4.71,1,2,1,31.93,9.68,8.25,12.04,6.04,67.94,1
12.5,2.03,84.08,1.89,2,0.605,0.869,0.643,3.16,4,5,1,33.63,9.07,15.0,16.02,4.06,77.78,1
6.9,1.97,96.57,3.76,0,0.668,0.65,0.573,4.54,3,4,1,38.63,10.02,12.94,12.54,3.94,78.07,1
10.4,2.49,92.85,1.45,0,0.523,0.752,0.236,3.32,4,5,1,37.14,7.85,15.0,11.94,4.98,76.91,1
6.2,2.45,77.34,2.67,6,0.688,0.85,0.527,4.21,4,5,1,30.94,10.32,9.3,15.06,4.9,70.52,1
0.5,3.38,46.61,3.34,8,0.672,0.574,0.37,4.0,1,2,1,18.64,10.08,1.88,10.26,6.76,47.62,0
9.1,2.55,86.69,4.47,1,0.771,0.674,0.542,2.12,4,5,1,34.68,11.56,13.65,12.69,5.1,77.68,1
10.5,2.94,83.11,2.42,1,0.517,0.429,0.151,2.82,4,5,1,33.24,7.76,15.0,6.91,5.88,68.79,1
8.1,2.88,52.12,2.36,4,0.831,0.668,0.39,2.65,4,5,1,20.85,12.46,12.15,11.69,5.76,62.91,0
4.8,3.15,89.29,2.95,1,0.796,0.94,0.799,2.25,4,5,1,35.72,11.94,7.2,17.95,6.3,79.11,1
4.6,4.56,60.07,3.35,3,0.654,0.877,0.59,4.12,4,5,1,24.03,9.81,6.9,15.82,9.12,65.68,0
0.5,4.03,74.1,2.85,2,0.587,0.535,0.441,4.95,2,3,1,29.64,8.8,1.25,10.14,8.06,57.89,0
0.5,3.51,64.83,4.05,4,0.763,0.923,0.512,3.32,2,3,1,25.93,11.44,1.25,15.99,7.02,61.63,0
2.3,3.13,67.7,2.2,2,0.738,0.539,0.509,4.1,1,2,1,27.08,11.07,8.62,10.6,6.26,63.63,0
8.8,3.15,63.55,3.12,6,0.609,0.603,0.214,4.54,3,4,1,25.42,9.14,15.0,9.73,6.3,65.59,1
8.0,3.76,71.79,3.45,6,0.225,0.779,0.283,3.65,4,5,1,28.72,3.38,12.0,12.6,7.52,64.22,1
0.5,3.97,82.18,2.6,0,0.636,0.601,0.403,3.48,2,3,1,32.87,9.54,1.25,10.83,7.94,62.43,1
5.5,2.77,88.83,3.84,1,0.572,0.739,0.465,3.33,3,4,1,35.53,8.58,10.31,13.14,5.54,73.1,0
7.6,3.53,83.74,3.15,1,0.757,0.541,0.404,3.88,4,5,1,33.5,11.36,11.4,10.0,7.06,73.32,1
13.2,1.87,71.53,3.79,2,0.863,0.608,0.28,4.11,4,5,1,28.61,12.94,15.0,10.19,3.74,70.48,1
4.4,3.67,49.72,3.19,5,0.899,0.742,0.34,3.82,4,5,1,19.89,13.48,6.6,12.43,7.34,59.74,0
5.0,4.11,69.83,3.38,3,0.374,0.848,0.699,3.8,3,4,1,27.93,5.61,9.38,16.07,8.22,67.21,1
8.3,3.28,44.72,2.37,6,0.632,0.583,0.294,3.46,2,3,1,17.89,9.48,15.0,9.93,6.56,58.86,0
9.1,4.95,77.17,2.37,1,0.478,0.762,0.617,2.38,4,5,1,30.87,7.17,13.65,14.37,9.9,75.96,1
